                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.90881,                0.63958,                 1.3852,                0.60248,                0.63671,                0.66647,                0.25391,                 2.5793,                 1.0985,                  3.419,               0.000656,               0.000656,               0.000656
                     26,                0.89715,                0.63222,                 1.3793,                0.67584,                0.65565,                0.69268,                0.31642,                 2.1309,                 1.0354,                 2.9108,             0.00063125,             0.00063125,             0.00063125
                     27,                0.88756,                0.61747,                 1.3693,                0.59767,                0.65104,                0.67846,                0.27287,                  2.486,                 1.1465,                 3.4775,              0.0006065,              0.0006065,              0.0006065
                     28,                0.87811,                0.60427,                 1.3552,                0.62378,                  0.503,                0.57506,                0.21644,                 2.4866,                 1.1926,                 3.3991,             0.00058175,             0.00058175,             0.00058175
                     29,                 0.8577,                 0.5855,                 1.3437,                0.63585,                0.65137,                0.68336,                0.28169,                 2.2997,                  1.013,                 3.2073,               0.000557,               0.000557,               0.000557
                     30,                0.86145,                0.58786,                 1.3474,                0.59801,                0.60534,                0.63824,                0.29559,                 2.2049,                 1.1893,                 3.1435,             0.00053225,             0.00053225,             0.00053225
                     31,                  0.847,                0.58153,                 1.3328,                0.57511,                0.58128,                0.63918,                0.26197,                  2.342,                 1.2384,                 3.2736,              0.0005075,              0.0005075,              0.0005075
                     32,                 0.8367,                0.56339,                 1.3261,                0.63224,                0.64942,                0.66723,                0.25897,                 2.3684,                 1.1082,                 3.3711,             0.00048275,             0.00048275,             0.00048275
                     33,                0.81806,                0.55964,                 1.3053,                0.61648,                0.56555,                0.63874,                0.25146,                 2.4092,                 1.1532,                 3.3735,               0.000458,               0.000458,               0.000458
                     34,                 0.8103,                0.54615,                 1.3017,                0.64386,                0.59065,                0.64623,                0.25264,                  2.504,                   1.06,                 3.4893,             0.00043325,             0.00043325,             0.00043325
                     35,                0.79175,                0.52923,                 1.2897,                0.60366,                0.58197,                0.61231,                0.25166,                 2.3639,                 1.1505,                 3.3186,              0.0004085,              0.0004085,              0.0004085
                     36,                0.79146,                0.53113,                 1.2926,                0.63477,                0.61977,                0.65908,                0.28533,                 2.2512,                 1.1326,                 3.1775,             0.00038375,             0.00038375,             0.00038375
                     37,                0.77487,                0.51668,                 1.2809,                0.61656,                0.60336,                0.64679,                0.24654,                 2.5448,                 1.2476,                 3.4651,               0.000359,               0.000359,               0.000359
                     38,                0.76348,                 0.5163,                 1.2689,                0.58437,                0.59645,                0.62566,                0.24471,                 2.3541,                 1.2748,                 3.3028,             0.00033425,             0.00033425,             0.00033425
                     39,                 0.7595,                0.49936,                 1.2618,                0.59577,                0.59191,                0.63834,                0.25327,                 2.4438,                 1.3306,                 3.3564,              0.0003095,              0.0003095,              0.0003095
                     40,                0.75443,                0.50316,                 1.2568,                0.64706,                0.57061,                0.63994,                0.26108,                 2.3432,                  1.121,                 3.4116,             0.00028475,             0.00028475,             0.00028475
                     41,                0.76683,                0.48301,                 1.3577,                0.61576,                 0.6055,                0.64519,                0.24399,                 2.4986,                 1.2107,                 3.7252,                0.00026,                0.00026,                0.00026
