                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.1793,                0.97573,                 1.5665,                  0.624,                0.79374,                0.67283,                0.37025,                 1.7475,                 1.1705,                 2.0643,             0.00097775,             0.00097775,             0.00097775
                     13,                 1.1747,                 0.9577,                 1.5596,                0.65364,                0.79346,                0.75304,                0.41707,                 1.4633,                 1.0387,                 1.8235,               0.000953,               0.000953,               0.000953
                     14,                 1.1503,                 0.9353,                 1.5411,                0.55076,                0.64411,                0.60916,                0.30563,                 1.5524,                 1.2475,                 1.9331,             0.00092825,             0.00092825,             0.00092825
                     15,                 1.1298,                 0.9011,                 1.5211,                0.63373,                0.69622,                0.73772,                0.43509,                 1.3846,                 1.1116,                 1.7867,              0.0009035,              0.0009035,              0.0009035
                     16,                  1.125,                0.89317,                 1.5121,                 0.6023,                 0.6747,                0.63831,                0.31717,                 1.6561,                 1.2797,                 2.0447,             0.00087875,             0.00087875,             0.00087875
                     17,                 1.0951,                0.86858,                 1.4881,                0.63413,                0.64064,                0.66834,                0.36784,                 1.4835,                 1.2086,                  1.886,               0.000854,               0.000854,               0.000854
                     18,                 1.0812,                0.84403,                 1.4768,                0.75642,                 0.6433,                0.72797,                0.41936,                 1.5295,                 1.0997,                 1.8692,             0.00082925,             0.00082925,             0.00082925
                     19,                 1.0775,                0.82399,                 1.4679,                 0.6663,                 0.7543,                0.77256,                 0.4107,                  1.693,                 1.1282,                    1.9,              0.0008045,              0.0008045,              0.0008045
                     20,                 1.0611,                0.81926,                 1.4599,                0.62977,                0.73353,                0.71881,                0.40017,                  1.608,                 1.2562,                 1.8435,             0.00077975,             0.00077975,             0.00077975
                     21,                 1.0463,                0.79866,                  1.444,                0.58568,                0.82827,                0.71361,                0.43738,                 1.4472,                 1.0475,                   1.79,               0.000755,               0.000755,               0.000755
                     22,                 1.0365,                0.79426,                 1.4401,                0.67315,                0.70618,                0.70695,                0.37538,                  1.464,                0.96058,                 1.7917,             0.00073025,             0.00073025,             0.00073025
                     23,                 1.0274,                0.77868,                  1.434,                0.65011,                0.77105,                0.73855,                0.38686,                 1.5365,                 1.0806,                 1.8128,              0.0007055,              0.0007055,              0.0007055
                     24,                 1.0065,                0.75763,                 1.4181,                0.68909,                0.71357,                0.73485,                0.38444,                 1.6882,                 1.2006,                 1.9393,             0.00068075,             0.00068075,             0.00068075
                     25,                 1.0026,                0.74527,                 1.4065,                0.61885,                0.64462,                0.67301,                0.37218,                 1.5154,                 1.1033,                 1.7692,               0.000656,               0.000656,               0.000656
                     26,                 0.9995,                0.74146,                 1.4131,                0.62494,                0.67612,                0.68469,                0.35979,                 1.5953,                 1.1675,                 1.8961,             0.00063125,             0.00063125,             0.00063125
                     27,                0.99463,                0.73967,                 1.4125,                0.62756,                0.78538,                0.70569,                0.38687,                 1.6834,                 1.2327,                 1.9028,              0.0006065,              0.0006065,              0.0006065
                     28,                0.97006,                0.72023,                 1.3914,                0.67853,                0.70095,                0.75662,                0.42091,                 1.5775,                 1.0795,                 1.8103,             0.00058175,             0.00058175,             0.00058175
                     29,                0.97206,                0.71496,                 1.3913,                0.75615,                0.76754,                0.80881,                 0.4429,                 1.5122,                0.90988,                 1.7776,               0.000557,               0.000557,               0.000557
                     30,                0.96242,                0.70772,                 1.3828,                 0.6343,                0.73559,                 0.7159,                0.42503,                 1.6769,                 1.0406,                 1.8689,             0.00053225,             0.00053225,             0.00053225
                     31,                 0.9541,                 0.6952,                 1.3785,                0.67106,                0.67936,                0.69062,                0.39721,                 1.6046,                0.99644,                 1.8106,              0.0005075,              0.0005075,              0.0005075
                     32,                0.94363,                0.68881,                 1.3676,                0.70023,                0.71111,                0.74971,                0.42108,                 1.5542,                 1.0291,                 1.7662,             0.00048275,             0.00048275,             0.00048275
                     33,                0.93195,                0.66996,                 1.3517,                0.60536,                0.71941,                0.69388,                0.32151,                 1.8416,                  1.273,                 1.9592,               0.000458,               0.000458,               0.000458
                     34,                0.92468,                 0.6673,                 1.3445,                0.68832,                0.67723,                0.72542,                0.40507,                 1.6788,                 1.0558,                 1.8482,             0.00043325,             0.00043325,             0.00043325
                     35,                0.91334,                0.65407,                 1.3365,                0.71956,                0.72089,                0.76281,                0.37678,                 1.6639,                0.97429,                 1.8752,              0.0004085,              0.0004085,              0.0004085
                     36,                0.91182,                0.65424,                 1.3368,                0.64968,                0.76656,                0.71645,                0.40222,                 1.8312,                0.97175,                 1.9392,             0.00038375,             0.00038375,             0.00038375
                     37,                0.89987,                0.64335,                 1.3308,                0.63686,                0.69111,                0.68833,                0.37366,                 1.7169,                 1.0915,                 1.8857,               0.000359,               0.000359,               0.000359
                     38,                0.88948,                0.63937,                 1.3251,                0.64452,                 0.7598,                0.71385,                0.39559,                 1.6338,                  1.037,                 1.8244,             0.00033425,             0.00033425,             0.00033425
                     39,                0.88256,                0.62749,                 1.3166,                0.68181,                0.68187,                0.69686,                0.40007,                 1.6181,                0.94395,                 1.8144,              0.0003095,              0.0003095,              0.0003095
                     40,                0.87247,                0.62561,                 1.3119,                0.65068,                0.75272,                 0.7369,                0.41386,                 1.6443,                0.92319,                 1.8341,             0.00028475,             0.00028475,             0.00028475
                     41,                0.87408,                0.56569,                 1.3508,                0.64629,                0.83871,                0.75858,                0.43319,                 1.6758,                0.92576,                 1.8707,                0.00026,                0.00026,                0.00026
                     42,                0.84015,                0.53772,                 1.3242,                0.70404,                0.73093,                0.74697,                0.36918,                 1.8599,                 1.0319,                 2.0862,             0.00023525,             0.00023525,             0.00023525
                     43,                 0.8278,                0.51398,                 1.3116,                0.70358,                0.69858,                0.72272,                0.36033,                  1.823,                0.99868,                 2.0082,              0.0002105,              0.0002105,              0.0002105
                     44,                 0.8112,                0.50318,                 1.2911,                0.69479,                0.68098,                0.70467,                0.39835,                 1.7401,                 1.0093,                 1.9272,             0.00018575,             0.00018575,             0.00018575
                     45,                 0.7903,                0.48925,                 1.2768,                0.65287,                0.72433,                0.70196,                0.35935,                 1.8529,                 1.0737,                 2.0514,               0.000161,               0.000161,               0.000161
                     46,                0.78158,                0.47964,                 1.2726,                0.71384,                0.65437,                0.67903,                0.32795,                 1.9661,                 1.1017,                 2.1155,             0.00013625,             0.00013625,             0.00013625
                     47,                0.76268,                0.48078,                 1.2664,                0.70941,                0.67526,                0.70454,                0.35312,                 1.9101,                 1.0136,                 2.0729,              0.0001115,              0.0001115,              0.0001115
                     48,                0.75356,                0.46912,                 1.2487,                0.64734,                0.68223,                0.68389,                0.35332,                 1.9233,                 1.0613,                 2.0968,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                0.74429,                0.46398,                 1.2441,                0.61235,                0.71679,                0.67933,                 0.3528,                 1.8895,                 1.1329,                 2.0359,                6.2e-05,                6.2e-05,                6.2e-05
