                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.0761,                0.77316,                 1.4989,                0.63312,                0.85013,                0.79059,                0.42179,                 1.7564,                 1.0856,                 2.4279,              0.0010273,              0.0010273,              0.0010273
                     20,                 1.0609,                0.75776,                 1.4845,                0.77424,                0.76989,                0.84659,                0.44691,                 1.8571,                 1.2643,                 2.5253,              0.0010149,              0.0010149,              0.0010149
                     21,                 1.0517,                0.74701,                 1.4774,                0.68194,                0.85257,                0.81191,                0.43799,                 1.8285,                 1.0105,                 2.5252,              0.0010025,              0.0010025,              0.0010025
                     22,                 1.0469,                0.74819,                 1.4746,                0.62962,                0.74121,                0.72095,                0.36107,                 1.8918,                 1.1785,                 2.5811,             0.00099013,             0.00099013,             0.00099013
                     23,                 1.0386,                0.73138,                 1.4645,                 0.6693,                0.82148,                0.75234,                0.36836,                 1.9685,                 1.0834,                 2.6674,             0.00097775,             0.00097775,             0.00097775
                     24,                 1.0252,                 0.7179,                 1.4508,                0.68991,                0.83825,                0.83012,                0.45502,                 1.7402,                 1.1145,                 2.4356,             0.00096537,             0.00096537,             0.00096537
                     25,                 1.0176,                0.70473,                 1.4527,                0.75696,                 0.7557,                0.82133,                0.42563,                 1.8918,                 1.0813,                 2.5797,               0.000953,               0.000953,               0.000953
                     26,                0.99961,                0.69424,                 1.4378,                0.80119,                0.82661,                0.87284,                 0.4807,                 1.8225,                 1.0514,                 2.4873,             0.00094062,             0.00094062,             0.00094062
                     27,                0.98459,                0.68066,                 1.4239,                0.78466,                0.79398,                  0.822,                0.43015,                 1.7982,                0.98466,                 2.4583,             0.00092825,             0.00092825,             0.00092825
                     28,                0.98075,                0.67734,                 1.4183,                0.65959,                0.73778,                0.72291,                 0.3747,                  1.881,                 1.1318,                 2.5601,             0.00091588,             0.00091588,             0.00091588
                     29,                0.97212,                0.66768,                 1.4198,                0.71673,                0.84433,                0.84161,                0.45605,                 1.8447,                0.93067,                 2.5053,              0.0009035,              0.0009035,              0.0009035
                     30,                0.95102,                0.65177,                 1.4084,                0.76122,                0.76193,                0.81987,                0.41844,                 2.1014,                 1.1269,                 2.8224,             0.00089112,             0.00089112,             0.00089112
                     31,                0.95112,                0.65558,                 1.3994,                0.72879,                0.81267,                0.83034,                0.47414,                 1.8711,                 0.9926,                 2.5692,             0.00087875,             0.00087875,             0.00087875
                     32,                 0.9429,                0.63323,                  1.392,                0.70353,                0.87015,                 0.8712,                 0.4914,                 1.7651,                 1.0036,                 2.4287,             0.00086637,             0.00086637,             0.00086637
                     33,                0.93538,                0.62363,                  1.385,                0.70786,                0.74819,                0.75097,                0.40752,                 1.8956,                 1.0295,                 2.5475,               0.000854,               0.000854,               0.000854
                     34,                0.92396,                 0.6186,                 1.3764,                 0.7173,                0.77207,                0.84367,                0.45521,                  1.865,                 1.0401,                 2.5789,             0.00084162,             0.00084162,             0.00084162
                     35,                0.91952,                0.61503,                 1.3711,                0.76383,                 0.7947,                0.84827,                0.47758,                 1.8054,                0.94374,                 2.5639,             0.00082925,             0.00082925,             0.00082925
                     36,                0.90654,                0.60523,                 1.3567,                0.63756,                0.77537,                0.81389,                0.42612,                 2.0305,                  1.167,                 2.7834,             0.00081688,             0.00081688,             0.00081688
                     37,                0.89482,                0.59299,                   1.35,                0.69606,                0.79507,                0.78929,                0.41865,                 1.9586,                0.98023,                 2.7615,              0.0008045,              0.0008045,              0.0008045
                     38,                0.89012,                0.58324,                 1.3385,                0.79971,                0.83731,                0.88245,                0.51168,                  1.747,                0.90526,                 2.4923,             0.00079213,             0.00079213,             0.00079213
                     39,                   0.89,                0.59106,                 1.3442,                0.73399,                 0.7909,                0.79865,                0.46791,                 1.7767,                 1.1438,                  2.581,             0.00077975,             0.00077975,             0.00077975
                     40,                0.87719,                0.58001,                 1.3391,                0.78196,                0.85424,                0.88459,                  0.481,                 1.9097,                 1.0129,                 2.6498,             0.00076738,             0.00076738,             0.00076738
                     41,                0.86881,                0.57437,                 1.3313,                0.75627,                0.74252,                0.80792,                 0.4514,                 1.9268,                 1.1089,                 2.7312,               0.000755,               0.000755,               0.000755
                     42,                0.85781,                0.56581,                 1.3227,                0.74397,                0.74407,                0.83258,                0.47999,                 1.8761,                  1.179,                 2.6226,             0.00074263,             0.00074263,             0.00074263
                     43,                0.84884,                0.55492,                 1.3141,                0.86015,                 0.8008,                0.88423,                0.50663,                 1.8058,                0.93847,                  2.597,             0.00073025,             0.00073025,             0.00073025
                     44,                0.83025,                0.54641,                 1.3018,                0.77735,                0.81645,                0.84219,                0.47087,                 1.7378,                 0.9225,                 2.5301,             0.00071788,             0.00071788,             0.00071788
                     45,                0.83695,                 0.5448,                 1.2975,                0.78325,                0.77788,                0.83999,                0.46713,                 1.8524,                0.93432,                 2.7011,              0.0007055,              0.0007055,              0.0007055
                     46,                0.82514,                0.54175,                 1.2972,                 0.8547,                 0.7339,                0.87009,                  0.525,                 1.7441,                 1.0622,                  2.506,             0.00069313,             0.00069313,             0.00069313
                     47,                0.82081,                0.53708,                 1.2901,                0.71674,                0.67404,                0.71706,                0.42634,                 1.9131,                 1.1413,                 2.7258,             0.00068075,             0.00068075,             0.00068075
                     48,                 0.8077,                0.51658,                 1.2868,                0.74757,                0.73609,                 0.8013,                0.46784,                 1.8648,                 1.0439,                  2.643,             0.00066838,             0.00066838,             0.00066838
                     49,                0.80799,                0.52169,                 1.2804,                0.79361,                0.75237,                0.81265,                 0.4659,                 1.8047,                 1.0248,                 2.5321,               0.000656,               0.000656,               0.000656
                     50,                0.79434,                0.51747,                 1.2762,                0.73035,                0.79041,                 0.7771,                0.43072,                 1.7848,                0.91345,                 2.7159,             0.00064362,             0.00064362,             0.00064362
                     51,                0.79577,                0.51655,                 1.2738,                0.81394,                0.87507,                0.90472,                0.50074,                  1.829,                0.86715,                  2.695,             0.00063125,             0.00063125,             0.00063125
                     52,                0.77611,                0.51204,                 1.2665,                0.77493,                0.79394,                0.83305,                0.47827,                 1.8661,                 1.0448,                  2.641,             0.00061887,             0.00061887,             0.00061887
                     53,                0.77349,                0.49509,                 1.2535,                  0.793,                0.76114,                0.83283,                0.48839,                 1.9312,                 1.0138,                 2.8072,              0.0006065,              0.0006065,              0.0006065
                     54,                0.76271,                0.49104,                 1.2452,                0.69645,                0.76262,                0.79493,                0.45192,                 1.8555,                  1.042,                 2.7237,             0.00059413,             0.00059413,             0.00059413
                     55,                0.75812,                0.49129,                 1.2467,                0.80789,                0.81471,                0.84239,                0.47712,                 1.7477,                0.97712,                 2.5454,             0.00058175,             0.00058175,             0.00058175
                     56,                0.75727,                0.48783,                  1.243,                0.71156,                0.67265,                0.69824,                0.41263,                   1.88,                 1.2502,                 2.6903,             0.00056938,             0.00056938,             0.00056938
                     57,                0.74769,                0.48043,                 1.2368,                0.68028,                0.80514,                0.76818,                0.45798,                 1.7678,                 0.9528,                 2.6213,               0.000557,               0.000557,               0.000557
                     58,                0.74144,                0.48009,                 1.2372,                 0.7188,                0.76846,                0.74205,                0.42785,                 1.8199,                 1.0346,                 2.6804,             0.00054463,             0.00054463,             0.00054463
                     59,                0.73129,                0.47351,                  1.221,                0.74465,                0.74261,                0.82179,                0.45902,                 1.8513,                 1.1309,                 2.7308,             0.00053225,             0.00053225,             0.00053225
                     60,                 0.7266,                0.47016,                 1.2152,                0.74421,                0.75742,                0.82256,                0.48459,                 1.8234,                0.98234,                 2.7362,             0.00051988,             0.00051988,             0.00051988
                     61,                0.72587,                0.46491,                 1.2199,                0.74834,                0.77663,                 0.7964,                0.45719,                 1.7027,                0.95943,                 2.6006,              0.0005075,              0.0005075,              0.0005075
                     62,                0.72729,                0.46812,                 1.2209,                0.80275,                0.78188,                 0.8526,                0.50495,                 1.8092,                0.94458,                  2.673,             0.00049513,             0.00049513,             0.00049513
                     63,                0.71443,                0.46556,                 1.2027,                0.78854,                0.75992,                 0.8193,                0.46492,                  1.946,                  1.022,                 2.9753,             0.00048275,             0.00048275,             0.00048275
                     64,                0.69834,                0.45077,                 1.1958,                0.75819,                  0.772,                0.81666,                0.47716,                 1.8604,                 1.0146,                 2.7636,             0.00047038,             0.00047038,             0.00047038
                     65,                0.69628,                0.44607,                 1.1936,                0.83954,                0.72931,                0.79397,                0.45916,                 1.8969,                 0.9307,                 2.9211,               0.000458,               0.000458,               0.000458
                     66,                0.69046,                0.44277,                 1.1925,                0.82842,                0.79615,                0.85958,                0.47819,                 1.8702,                0.91474,                 2.8845,             0.00044563,             0.00044563,             0.00044563
