                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.9677,                 2.7009,                 3.5994,                0.00962,                0.68835,                0.06775,                0.01567,                 3.7289,                 3.6538,                 3.9524,             0.00041246,             0.00041246,             0.00041246
                      2,                  1.798,                 1.6208,                 2.3115,                0.54213,                0.70255,                0.66621,                0.19449,                 2.3841,                 1.7711,                 2.9078,             0.00081271,             0.00081271,             0.00081271
                      3,                 1.5266,                 1.3982,                 1.9727,                0.72274,                0.52253,                0.55227,                0.24373,                  1.919,                 1.4669,                 2.4954,              0.0011965,              0.0011965,              0.0011965
                      4,                 1.3983,                 1.2661,                 1.8245,                0.76722,                0.66834,                0.70743,                0.29782,                 2.0361,                 1.5769,                 2.7918,              0.0011757,              0.0011757,              0.0011757
                      5,                 1.3163,                 1.1614,                 1.7266,                0.66053,                0.70998,                0.73576,                0.35156,                 1.7782,                   1.39,                 2.4155,               0.001151,               0.001151,               0.001151
                      6,                 1.2702,                 1.0998,                 1.6802,                0.65996,                0.66608,                0.71034,                0.29001,                 2.0956,                 1.2512,                 2.5728,              0.0011263,              0.0011263,              0.0011263
                      7,                 1.2156,                 1.0537,                 1.6445,                0.62614,                0.66043,                0.64271,                0.19962,                 2.5015,                   1.35,                 2.9518,              0.0011015,              0.0011015,              0.0011015
                      8,                 1.1919,                 1.0108,                 1.6256,                0.66907,                0.72393,                0.71631,                0.30484,                 2.0244,                  1.106,                 2.5557,              0.0010768,              0.0010768,              0.0010768
                      9,                 1.1601,                0.97252,                 1.5859,                0.91606,                0.87361,                0.91409,                0.49005,                 1.7315,                0.85349,                 2.1477,               0.001052,               0.001052,               0.001052
                     10,                  1.135,                0.93314,                 1.5657,                0.83329,                0.87907,                0.87716,                0.38135,                 2.0153,                0.92708,                 2.4093,              0.0010273,              0.0010273,              0.0010273
                     11,                 1.1278,                0.90852,                 1.5514,                0.74795,                0.84122,                0.76474,                0.38214,                 1.8606,                0.98031,                 2.2269,              0.0010025,              0.0010025,              0.0010025
                     12,                 1.0946,                 0.8838,                 1.5271,                0.66506,                0.60694,                0.65175,                0.29791,                 2.1742,                 1.0262,                 2.7616,             0.00097775,             0.00097775,             0.00097775
                     13,                 1.0756,                0.85713,                  1.513,                0.70743,                0.70295,                0.72564,                0.33519,                 2.0932,                 1.0341,                 2.5278,               0.000953,               0.000953,               0.000953
                     14,                 1.0596,                  0.834,                 1.5028,                 0.8153,                0.82576,                0.84629,                0.37677,                 1.9855,                0.89387,                  2.457,             0.00092825,             0.00092825,             0.00092825
                     15,                 1.0372,                0.81724,                 1.4826,                0.79165,                0.81837,                0.81624,                0.38863,                 1.9808,                0.91933,                 2.3437,              0.0009035,              0.0009035,              0.0009035
                     16,                 1.0296,                0.79489,                 1.4721,                 0.8819,                0.85301,                 0.9216,                0.47116,                  1.728,                0.85674,                 2.1413,             0.00087875,             0.00087875,             0.00087875
                     17,                 1.0162,                0.78514,                 1.4669,                0.88623,                0.83249,                0.88757,                0.45152,                 1.7622,                0.84406,                 2.1887,               0.000854,               0.000854,               0.000854
                     18,                 1.0035,                0.74892,                 1.4512,                0.90081,                0.91128,                0.91559,                0.48078,                 1.7237,                0.79371,                 2.2135,             0.00082925,             0.00082925,             0.00082925
                     19,                 0.9876,                0.74129,                 1.4485,                0.85636,                0.84832,                0.88257,                0.48492,                 1.7085,                0.76584,                 2.1227,              0.0008045,              0.0008045,              0.0008045
                     20,                0.98571,                 0.7291,                 1.4356,                0.92157,                0.85054,                0.90996,                0.43984,                 1.8618,                0.80828,                 2.3905,             0.00077975,             0.00077975,             0.00077975
                     21,                0.95935,                0.72278,                 1.4264,                0.91832,                0.87231,                0.90112,                0.46204,                 1.7308,                0.79492,                 2.2167,               0.000755,               0.000755,               0.000755
                     22,                0.94403,                 0.7009,                 1.4145,                0.85806,                0.79792,                0.83423,                0.39139,                 1.9461,                0.80949,                 2.4789,             0.00073025,             0.00073025,             0.00073025
                     23,                0.93212,                0.67753,                 1.3908,                0.87419,                0.82413,                0.90178,                0.48574,                 1.7083,                0.76657,                 2.2026,              0.0007055,              0.0007055,              0.0007055
                     24,                0.91404,                 0.6653,                 1.3881,                0.84203,                0.79986,                0.85922,                0.40921,                 1.9356,                0.88191,                 2.4416,             0.00068075,             0.00068075,             0.00068075
                     25,                0.90505,                0.65985,                 1.3876,                0.91733,                0.85059,                 0.9323,                 0.4914,                 1.7665,                0.77958,                 2.2697,               0.000656,               0.000656,               0.000656
                     26,                 0.9016,                0.65993,                 1.3882,                0.81188,                0.81516,                0.83788,                0.44024,                 1.7133,                0.78534,                 2.2584,             0.00063125,             0.00063125,             0.00063125
                     27,                0.88415,                 0.6376,                 1.3647,                0.92215,                0.83878,                0.89096,                0.47445,                 1.7243,                0.76574,                 2.2219,              0.0006065,              0.0006065,              0.0006065
                     28,                0.88247,                0.63275,                 1.3701,                0.88668,                0.81827,                0.87903,                 0.4635,                 1.7306,                0.75565,                 2.2948,             0.00058175,             0.00058175,             0.00058175
                     29,                0.86286,                0.61012,                  1.352,                0.87974,                0.83084,                0.88569,                0.47885,                 1.6735,                0.74114,                 2.1678,               0.000557,               0.000557,               0.000557
                     30,                0.85258,                0.60876,                 1.3461,                0.83049,                0.79919,                0.84618,                0.41409,                 1.9055,                0.84855,                 2.4658,             0.00053225,             0.00053225,             0.00053225
                     31,                0.84269,                0.59576,                 1.3323,                0.90246,                0.84871,                0.89833,                0.48995,                 1.6765,                0.74522,                  2.194,              0.0005075,              0.0005075,              0.0005075
