                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1069,                 2.9963,                 3.7533,                0.76304,                 0.2495,                0.03293,                0.01078,                  3.724,                 4.8129,                 4.0429,             0.00041171,             0.00041171,             0.00041171
                      2,                 2.0701,                 1.9049,                 2.6185,                0.47955,                0.33701,                0.36345,                0.13094,                 2.2024,                 2.3221,                 2.7391,             0.00082017,             0.00082017,             0.00082017
                      3,                 1.7427,                 1.5679,                 2.2049,                0.27537,                0.57585,                0.40039,                0.20624,                  1.817,                 2.5469,                 2.5174,              0.0012204,              0.0012204,              0.0012204
                      4,                 1.5466,                 1.4154,                 2.0081,                0.43726,                 0.5556,                0.48385,                 0.2311,                 1.6106,                  1.667,                 2.2512,              0.0012129,              0.0012129,              0.0012129
                      5,                 1.4703,                 1.2963,                 1.8965,                0.61629,                0.44916,                0.56038,                0.31515,                 1.4497,                 1.7432,                 2.1256,              0.0012005,              0.0012005,              0.0012005
                      6,                 1.3983,                 1.1874,                 1.8164,                0.65199,                0.85875,                0.76534,                0.41556,                 1.6453,                 1.1426,                 2.2631,              0.0011881,              0.0011881,              0.0011881
                      7,                 1.3392,                 1.1314,                 1.7645,                0.53779,                0.75019,                0.63156,                0.30734,                 1.6612,                 1.5508,                 2.2675,              0.0011757,              0.0011757,              0.0011757
                      8,                 1.3079,                 1.0869,                 1.7368,                0.66644,                0.78666,                0.73675,                0.36393,                 1.4965,                 1.3066,                 2.1306,              0.0011634,              0.0011634,              0.0011634
                      9,                 1.2782,                 1.0475,                 1.7055,                0.54972,                0.83616,                0.67856,                0.38822,                 1.4617,                 1.0972,                 2.0284,               0.001151,               0.001151,               0.001151
                     10,                 1.2551,                0.99916,                 1.6759,                0.58455,                0.69773,                0.67285,                0.33818,                 1.6408,                 1.5696,                 2.2787,              0.0011386,              0.0011386,              0.0011386
                     11,                 1.2303,                0.98015,                 1.6533,                0.60865,                0.77726,                0.67658,                0.37437,                 1.5085,                 1.1438,                 2.1074,              0.0011263,              0.0011263,              0.0011263
                     12,                 1.1957,                0.94125,                 1.6266,                0.77601,                0.83139,                0.81066,                0.42575,                 1.5726,                 1.0364,                 2.1588,              0.0011139,              0.0011139,              0.0011139
                     13,                 1.1806,                0.90728,                 1.6061,                 0.6432,                0.64711,                0.65234,                0.32003,                 1.6515,                 1.1177,                 2.2324,              0.0011015,              0.0011015,              0.0011015
                     14,                 1.1569,                0.89383,                 1.5917,                0.71609,                0.86316,                0.78766,                0.38386,                 1.5622,                 1.1528,                 2.1515,              0.0010891,              0.0010891,              0.0010891
                     15,                 1.1464,                0.85492,                 1.5728,                0.72116,                0.51544,                0.62528,                0.33279,                 1.6636,                 1.2414,                 2.2249,              0.0010768,              0.0010768,              0.0010768
                     16,                 1.1387,                0.86068,                 1.5711,                0.66954,                0.75275,                0.72977,                0.43508,                 1.4418,                0.84521,                 2.0204,              0.0010644,              0.0010644,              0.0010644
                     17,                 1.1172,                0.83171,                  1.555,                0.68673,                0.79967,                0.74499,                0.42728,                  1.455,                0.96074,                 2.0709,               0.001052,               0.001052,               0.001052
                     18,                 1.1065,                0.81506,                 1.5428,                0.73291,                0.75766,                0.76349,                0.47834,                 1.3894,                0.95562,                 2.0034,              0.0010396,              0.0010396,              0.0010396
                     19,                 1.0931,                0.79714,                 1.5307,                0.62872,                0.73546,                0.71625,                0.40178,                 1.5825,                0.95511,                 2.1563,              0.0010273,              0.0010273,              0.0010273
                     20,                 1.0668,                0.76377,                 1.5097,                0.65913,                 0.7372,                0.73497,                0.42638,                 1.4521,                0.85298,                 2.1078,              0.0010149,              0.0010149,              0.0010149
                     21,                 1.0688,                 0.7575,                 1.5109,                0.59226,                0.70108,                0.66031,                 0.3579,                  1.531,                 1.0484,                 2.1097,              0.0010025,              0.0010025,              0.0010025
                     22,                 1.0509,                0.75526,                 1.4974,                0.69575,                0.78793,                0.74376,                 0.4551,                 1.5239,                0.91972,                  2.142,             0.00099013,             0.00099013,             0.00099013
                     23,                 1.0339,                0.73441,                 1.4804,                0.62201,                0.74705,                0.67839,                0.36883,                 1.4854,                0.99115,                 2.1105,             0.00097775,             0.00097775,             0.00097775
                     24,                 1.0181,                 0.7076,                  1.468,                0.66605,                0.77303,                 0.7249,                0.40943,                  1.656,                 1.0507,                 2.2573,             0.00096537,             0.00096537,             0.00096537
                     25,                 1.0097,                0.70489,                 1.4695,                0.72521,                0.80527,                0.77422,                0.41193,                 1.6107,                0.89299,                 2.2129,               0.000953,               0.000953,               0.000953
                     26,                0.98697,                0.68854,                 1.4489,                0.69857,                0.70677,                0.71058,                0.40158,                 1.5544,                0.81543,                 2.2392,             0.00094062,             0.00094062,             0.00094062
                     27,                0.98282,                0.68069,                 1.4387,                0.70929,                0.83001,                0.75909,                 0.4569,                 1.5004,                0.84556,                 2.1389,             0.00092825,             0.00092825,             0.00092825
                     28,                0.97807,                0.66116,                 1.4364,                0.72645,                0.79499,                0.75307,                0.41631,                 1.4705,                0.76206,                 2.1147,             0.00091588,             0.00091588,             0.00091588
                     29,                0.96866,                0.67086,                 1.4296,                 0.7468,                0.84749,                0.80668,                0.48756,                 1.4577,                0.79736,                 2.0711,              0.0009035,              0.0009035,              0.0009035
                     30,                0.96857,                0.66716,                 1.4349,                0.73743,                 0.8147,                0.77442,                0.44744,                 1.4944,                0.86996,                 2.0899,             0.00089112,             0.00089112,             0.00089112
                     31,                0.94867,                0.65581,                 1.4087,                 0.7684,                0.82538,                0.78218,                0.44295,                 1.4483,                0.81774,                 2.0422,             0.00087875,             0.00087875,             0.00087875
                     32,                0.94952,                0.64764,                 1.4136,                0.71349,                0.76438,                0.74758,                0.43826,                 1.5192,                0.84006,                 2.1336,             0.00086637,             0.00086637,             0.00086637
                     33,                0.92888,                 0.6388,                 1.4036,                0.72199,                0.73356,                0.73882,                0.44315,                 1.5103,                0.80057,                 2.1035,               0.000854,               0.000854,               0.000854
                     34,                0.92618,                 0.6183,                 1.4003,                0.72333,                0.84212,                0.74918,                0.42295,                 1.5004,                0.85371,                 2.1241,             0.00084162,             0.00084162,             0.00084162
                     35,                0.91328,                0.61909,                 1.3852,                0.70376,                0.80835,                0.74764,                0.41315,                 1.5626,                0.84971,                 2.1715,             0.00082925,             0.00082925,             0.00082925
                     36,                0.91075,                0.61186,                 1.3816,                0.69175,                0.67451,                 0.7059,                0.43508,                 1.5005,                0.79471,                  2.145,             0.00081688,             0.00081688,             0.00081688
                     37,                0.90094,                0.60803,                 1.3736,                0.74225,                0.82509,                0.76355,                0.44862,                 1.5764,                0.84522,                  2.189,              0.0008045,              0.0008045,              0.0008045
                     38,                0.88783,                0.58701,                 1.3524,                0.70138,                0.76684,                0.73069,                0.44461,                 1.5376,                0.84956,                 2.1878,             0.00079213,             0.00079213,             0.00079213
                     39,                0.88394,                0.59518,                  1.352,                0.69561,                0.76893,                0.74453,                0.42306,                 1.5371,                0.79742,                 2.1777,             0.00077975,             0.00077975,             0.00077975
                     40,                0.87811,                0.58228,                 1.3502,                0.71829,                0.80659,                0.76601,                0.44766,                 1.4857,                0.87097,                 2.1177,             0.00076738,             0.00076738,             0.00076738
                     41,                0.86986,                0.57993,                 1.3499,                0.70283,                  0.832,                0.74879,                0.42002,                 1.6496,                0.82912,                 2.2961,               0.000755,               0.000755,               0.000755
                     42,                 0.8551,                0.57183,                 1.3417,                0.69639,                0.86528,                0.78142,                0.42481,                 1.6312,                0.93864,                 2.2558,             0.00074263,             0.00074263,             0.00074263
                     43,                0.84772,                0.56541,                 1.3337,                0.68544,                0.74311,                0.72059,                0.44399,                 1.5336,                0.82506,                 2.1846,             0.00073025,             0.00073025,             0.00073025
                     44,                0.83728,                0.55123,                 1.3266,                 0.7275,                0.71523,                0.71586,                0.40073,                 1.5898,                0.87997,                 2.2644,             0.00071788,             0.00071788,             0.00071788
                     45,                0.83748,                0.54711,                 1.3141,                0.68533,                 0.8478,                0.73868,                 0.4114,                 1.6136,                0.87842,                 2.2179,              0.0007055,              0.0007055,              0.0007055
                     46,                0.81383,                0.53344,                 1.2996,                 0.7317,                0.83689,                0.75964,                0.43371,                 1.6274,                0.90184,                 2.2247,             0.00069313,             0.00069313,             0.00069313
                     47,                0.82287,                0.54345,                 1.3121,                0.69427,                  0.793,                0.72389,                0.35548,                 1.7173,                0.94995,                 2.3089,             0.00068075,             0.00068075,             0.00068075
                     48,                0.81287,                0.52821,                 1.3038,                0.71511,                0.78223,                 0.7379,                0.44082,                 1.5919,                0.85344,                 2.2434,             0.00066838,             0.00066838,             0.00066838
                     49,                0.80032,                0.52486,                 1.2897,                0.74527,                0.87104,                0.79568,                0.44018,                 1.5461,                0.83338,                 2.1755,               0.000656,               0.000656,               0.000656
