                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1088,                 3.0229,                 3.7752,                0.00153,                    0.5,                0.10258,                0.02673,                  3.228,                 3.9754,                    3.8,             0.00041233,             0.00041233,             0.00041233
                      2,                 2.1942,                 1.9664,                 2.6207,                0.60761,                0.49049,                0.50168,                0.16723,                 1.8437,                 2.0062,                 2.5702,             0.00081258,             0.00081258,             0.00081258
                      3,                 1.7169,                 1.6035,                 2.1436,                0.37245,                0.47237,                0.43962,                0.21128,                 1.9886,                 1.8297,                 2.5343,              0.0011963,              0.0011963,              0.0011963
                      4,                 1.5497,                  1.417,                 1.9368,                0.58025,                0.46633,                 0.5502,                 0.2377,                 1.9814,                 2.3607,                 2.4657,              0.0011757,              0.0011757,              0.0011757
                      5,                 1.4491,                 1.2971,                  1.823,                0.59825,                0.85031,                0.79599,                0.46761,                  1.498,                 1.5731,                   1.89,               0.001151,               0.001151,               0.001151
                      6,                 1.3708,                 1.1878,                 1.7459,                0.81094,                0.77366,                0.83871,                0.45555,                 1.4931,                 1.2114,                 1.9249,              0.0011263,              0.0011263,              0.0011263
                      7,                 1.3365,                 1.1618,                 1.7119,                0.79842,                 0.8828,                 0.8552,                0.48618,                 1.5906,                 1.1506,                 1.9994,              0.0011015,              0.0011015,              0.0011015
                      8,                 1.2933,                 1.0984,                 1.6633,                0.82481,                0.83452,                0.89394,                0.52211,                 1.4618,                 1.1534,                 1.8379,              0.0010768,              0.0010768,              0.0010768
                      9,                 1.2672,                 1.0463,                 1.6387,                0.79189,                0.88925,                0.93543,                0.55215,                 1.5273,                 1.0761,                 1.8851,               0.001052,               0.001052,               0.001052
                     10,                  1.225,                 1.0093,                 1.5978,                 0.7744,                0.83918,                0.84598,                0.52567,                 1.5652,                 1.2292,                 1.9977,              0.0010273,              0.0010273,              0.0010273
                     11,                 1.2115,                0.96737,                 1.5778,                0.82155,                0.88699,                0.93669,                0.53288,                 1.6133,                 1.0637,                 1.9313,              0.0010025,              0.0010025,              0.0010025
                     12,                 1.1833,                0.92775,                 1.5505,                0.76359,                0.87039,                0.83519,                0.49937,                 1.6211,                 1.0909,                 1.9562,             0.00097775,             0.00097775,             0.00097775
                     13,                 1.1597,                0.90092,                 1.5288,                0.79647,                0.86181,                0.88646,                0.47588,                 1.6152,                 1.1043,                 1.9635,               0.000953,               0.000953,               0.000953
                     14,                 1.1438,                0.87801,                 1.5149,                0.80239,                0.91827,                0.90418,                0.52648,                 1.6643,                 1.0062,                 1.9902,             0.00092825,             0.00092825,             0.00092825
                     15,                 1.1355,                0.85986,                  1.509,                0.81296,                0.93451,                0.92657,                 0.5273,                 1.5979,                0.97835,                 1.8679,              0.0009035,              0.0009035,              0.0009035
                     16,                 1.1236,                0.84273,                 1.4951,                0.78125,                0.87615,                0.87112,                0.49457,                 1.5781,                 1.1166,                 1.8806,             0.00087875,             0.00087875,             0.00087875
                     17,                 1.1084,                0.82587,                 1.4823,                0.81725,                0.86374,                0.87857,                0.53128,                 1.5017,                0.94509,                 1.7658,               0.000854,               0.000854,               0.000854
                     18,                 1.0863,                0.80577,                  1.464,                0.79826,                0.87745,                0.86638,                0.47807,                 1.6417,                0.99507,                 1.9503,             0.00082925,             0.00082925,             0.00082925
                     19,                 1.0801,                0.79616,                 1.4565,                0.77143,                0.90816,                0.92357,                0.54323,                 1.5612,                 1.0079,                 1.8337,              0.0008045,              0.0008045,              0.0008045
                     20,                 1.0642,                0.77337,                 1.4426,                0.84908,                0.90653,                0.94494,                0.57921,                 1.5273,                0.88807,                 1.7839,             0.00077975,             0.00077975,             0.00077975
                     21,                 1.0596,                0.76722,                 1.4373,                0.77948,                0.87516,                0.88838,                0.47607,                 1.6442,                0.98355,                 1.8996,               0.000755,               0.000755,               0.000755
                     22,                 1.0438,                0.75308,                 1.4318,                0.83829,                0.83923,                0.91185,                0.53377,                 1.5589,                0.94068,                 1.8635,             0.00073025,             0.00073025,             0.00073025
                     23,                 1.0363,                0.74624,                 1.4237,                0.81428,                0.93588,                0.94138,                0.54112,                 1.5791,                0.86664,                 1.8683,              0.0007055,              0.0007055,              0.0007055
                     24,                 1.0239,                0.72982,                 1.4132,                 0.8228,                0.84238,                0.85996,                0.50324,                 1.6424,                 0.8716,                 1.9143,             0.00068075,             0.00068075,             0.00068075
                     25,                 1.0177,                0.72514,                 1.4054,                0.79954,                0.88294,                0.86718,                0.49989,                 1.6496,                0.84163,                 1.9858,               0.000656,               0.000656,               0.000656
                     26,                  1.005,                0.70313,                 1.4029,                0.86859,                0.87907,                0.93273,                0.55988,                 1.5141,                0.84855,                 1.8137,             0.00063125,             0.00063125,             0.00063125
