                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                0.98532,                0.64693,                 1.4561,                0.79397,                0.89815,                0.92744,                0.53083,                 1.5205,                0.76654,                 2.1217,              0.0009035,              0.0009035,              0.0009035
                     30,                0.99193,                0.63944,                  1.453,                0.82017,                0.88145,                0.90469,                0.50702,                 1.6226,                0.80328,                 2.1898,             0.00089112,             0.00089112,             0.00089112
                     31,                0.97159,                0.62985,                 1.4335,                 0.7606,                0.85143,                0.82613,                0.46726,                 1.7342,                0.89645,                 2.3395,             0.00087875,             0.00087875,             0.00087875
                     32,                0.96127,                0.62552,                 1.4321,                0.73959,                 0.8587,                0.83548,                0.48267,                 1.7087,                0.84928,                 2.3109,             0.00086637,             0.00086637,             0.00086637
                     33,                0.96018,                0.63309,                 1.4285,                0.77049,                0.90613,                0.88189,                0.49446,                 1.6709,                0.76663,                 2.3089,               0.000854,               0.000854,               0.000854
                     34,                0.95936,                0.60861,                 1.4281,                0.78354,                0.87859,                0.89967,                0.53218,                 1.6059,                0.85223,                 2.2073,             0.00084162,             0.00084162,             0.00084162
                     35,                0.94168,                0.60139,                 1.4086,                0.77212,                0.86673,                0.84818,                0.47002,                 1.7323,                0.84019,                 2.3727,             0.00082925,             0.00082925,             0.00082925
                     36,                0.93084,                0.59158,                 1.4061,                0.73857,                0.86469,                0.82425,                0.48224,                 1.6492,                0.76273,                 2.2718,             0.00081688,             0.00081688,             0.00081688
                     37,                0.91156,                0.58125,                 1.3751,                 0.7608,                0.84089,                0.85244,                0.48975,                 1.6294,                0.78007,                 2.2382,              0.0008045,              0.0008045,              0.0008045
                     38,                0.92524,                0.57443,                 1.3902,                0.76217,                0.85446,                 0.8336,                0.48169,                 1.7167,                0.90461,                 2.3151,             0.00079213,             0.00079213,             0.00079213
                     39,                0.90533,                0.56788,                  1.376,                0.74724,                0.85677,                0.84292,                0.48875,                 1.6786,                 0.7795,                 2.3663,             0.00077975,             0.00077975,             0.00077975
                     40,                0.89976,                0.56433,                 1.3733,                0.76646,                0.92289,                0.84884,                0.48206,                 1.5928,                0.76048,                 2.2789,             0.00076738,             0.00076738,             0.00076738
                     41,                0.90319,                0.55459,                 1.3735,                0.75452,                0.90755,                0.87366,                0.50567,                  1.624,                0.82962,                 2.2805,               0.000755,               0.000755,               0.000755
                     42,                0.88336,                0.55576,                 1.3583,                0.72814,                0.85103,                0.81298,                0.46239,                 1.7258,                0.88277,                  2.391,             0.00074263,             0.00074263,             0.00074263
                     43,                0.87731,                0.54326,                 1.3584,                0.75985,                0.86559,                0.82841,                0.47101,                 1.6633,                0.79915,                 2.2559,             0.00073025,             0.00073025,             0.00073025
                     44,                0.86038,                0.52964,                 1.3398,                0.76822,                0.85115,                0.82338,                0.46224,                 1.6344,                0.74237,                 2.2647,             0.00071788,             0.00071788,             0.00071788
                     45,                0.84824,                0.52579,                 1.3282,                0.77332,                0.86305,                0.83182,                 0.4667,                 1.6971,                0.76751,                 2.3827,              0.0007055,              0.0007055,              0.0007055
                     46,                0.84595,                0.52441,                 1.3275,                0.76738,                0.88241,                 0.8533,                0.49911,                 1.6464,                0.77728,                 2.2828,             0.00069313,             0.00069313,             0.00069313
                     47,                 0.8415,                0.51724,                  1.324,                0.74337,                0.83548,                0.83436,                0.49296,                 1.6887,                0.78552,                  2.347,             0.00068075,             0.00068075,             0.00068075
                     48,                0.83034,                0.51209,                 1.3152,                0.73261,                0.87568,                0.84085,                0.49132,                 1.6497,                0.82901,                 2.2898,             0.00066838,             0.00066838,             0.00066838
                     49,                0.81416,                0.50681,                 1.3052,                0.75719,                0.89364,                0.81363,                 0.4781,                 1.6658,                0.80773,                 2.3897,               0.000656,               0.000656,               0.000656
