                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 1.1441,                0.85742,                 1.5773,                0.84912,                0.80384,                0.88638,                0.57116,                 1.3038,                0.90844,                 1.8786,              0.0010644,              0.0010644,              0.0010644
                     17,                 1.1399,                0.83926,                 1.5651,                0.85593,                0.76612,                0.86715,                0.51114,                 1.3833,                0.99991,                 1.9416,               0.001052,               0.001052,               0.001052
                     18,                 1.1295,                0.83709,                 1.5682,                0.80179,                0.78337,                0.81096,                0.46776,                 1.5643,                0.94954,                 2.1237,              0.0010396,              0.0010396,              0.0010396
                     19,                 1.1106,                0.80781,                 1.5438,                0.84084,                0.82302,                0.88759,                 0.5313,                  1.429,                0.88036,                 1.9832,              0.0010273,              0.0010273,              0.0010273
                     20,                 1.1023,                0.79261,                 1.5303,                  0.808,                0.81845,                0.84448,                0.50002,                 1.5223,                0.89504,                 2.0657,              0.0010149,              0.0010149,              0.0010149
                     21,                 1.0687,                0.77108,                 1.5027,                 0.8327,                0.83688,                0.86813,                0.52425,                 1.3864,                0.94145,                 1.9399,              0.0010025,              0.0010025,              0.0010025
                     22,                 1.0639,                0.76909,                 1.5072,                0.86265,                0.83193,                0.89181,                 0.4896,                 1.4579,                0.87129,                 2.0151,             0.00099013,             0.00099013,             0.00099013
                     23,                 1.0679,                0.76144,                 1.4989,                0.86252,                0.80932,                0.87918,                0.47524,                 1.5568,                0.92345,                 2.0972,             0.00097775,             0.00097775,             0.00097775
                     24,                 1.0422,                 0.7461,                 1.4793,                0.84638,                 0.8192,                0.88902,                0.50931,                  1.397,                0.87166,                 1.9363,             0.00096537,             0.00096537,             0.00096537
                     25,                 1.0205,                0.72399,                 1.4752,                0.84815,                 0.8398,                0.88604,                0.53465,                 1.4474,                0.84245,                 2.0252,               0.000953,               0.000953,               0.000953
                     26,                 1.0094,                 0.7094,                 1.4655,                0.84104,                0.80237,                0.86826,                0.47884,                 1.4983,                0.88851,                 2.0268,             0.00094062,             0.00094062,             0.00094062
                     27,                 1.0202,                0.72077,                 1.4735,                0.84226,                0.85217,                0.87954,                0.47896,                 1.5578,                0.79713,                  2.093,             0.00092825,             0.00092825,             0.00092825
                     28,                0.99042,                0.68909,                 1.4407,                 0.8133,                0.85316,                0.89068,                0.45316,                 1.6919,                0.89243,                 2.2488,             0.00091588,             0.00091588,             0.00091588
                     29,                0.99206,                0.69232,                 1.4488,                0.88844,                0.82883,                0.89128,                 0.5104,                 1.5239,                0.81662,                  2.121,              0.0009035,              0.0009035,              0.0009035
                     30,                 0.9875,                0.67691,                 1.4424,                0.84837,                0.86836,                0.89036,                0.52868,                 1.4536,                0.76248,                 2.0503,             0.00089112,             0.00089112,             0.00089112
                     31,                0.96885,                0.67631,                 1.4345,                0.85321,                0.76933,                0.85125,                0.49309,                 1.5079,                0.87329,                 2.0697,             0.00087875,             0.00087875,             0.00087875
                     32,                0.96101,                0.66392,                 1.4228,                0.87076,                0.86572,                0.90328,                0.54487,                  1.459,                0.76983,                 2.0754,             0.00086637,             0.00086637,             0.00086637
                     33,                0.94766,                0.65522,                 1.4085,                0.87753,                0.81845,                0.86575,                0.48398,                 1.5917,                 0.8512,                 2.2284,               0.000854,               0.000854,               0.000854
                     34,                0.94668,                0.63659,                 1.4082,                0.86374,                0.80792,                 0.8824,                0.50045,                 1.5258,                0.74846,                 2.1059,             0.00084162,             0.00084162,             0.00084162
                     35,                0.93976,                0.64207,                 1.4028,                0.86618,                0.84667,                0.92167,                0.54679,                 1.4331,                0.71983,                 2.0509,             0.00082925,             0.00082925,             0.00082925
                     36,                0.92039,                0.62979,                  1.389,                0.87252,                0.87589,                 0.9089,                0.54653,                 1.4142,                0.77569,                 2.0241,             0.00081688,             0.00081688,             0.00081688
